City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Rio Cauto,CU,20.5603,-76.9161,85.6,64,88,3.62,overcast clouds
348,Margate,GB,51.3813,1.3862,54.03,74,0,7.0,clear sky
349,Bathsheba,BB,13.2167,-59.5167,84.81,65,40,13.8,scattered clouds
350,Teluknaga,ID,-6.0989,106.6381,84.63,88,20,3.44,few clouds
351,Gazanjyk,TM,39.2446,55.5154,56.86,52,100,14.79,overcast clouds
352,Coihueco,CL,-36.6167,-71.8333,74.14,53,0,5.75,clear sky
353,Andros Town,BS,24.7,-77.7667,84.16,53,97,9.26,overcast clouds
354,Medina,SA,24.4686,39.6142,88.23,18,0,3.44,clear sky
355,Hovd,MN,48.0056,91.6419,36.9,48,100,10.74,overcast clouds
356,Russell,US,32.3502,-85.1999,68.97,58,90,11.5,overcast clouds
357,Luwingu,ZM,-10.2621,29.9271,72.7,57,95,8.84,overcast clouds
358,Iquique,CL,-20.2208,-70.1431,66.24,66,15,8.48,few clouds
359,Nanortalik,GL,60.1432,-45.2371,33.84,74,97,12.46,overcast clouds
360,Qazanbulaq,AZ,40.6192,46.6519,49.1,76,80,2.17,broken clouds
361,Bivolari,RO,47.5333,27.4333,47.21,74,0,6.17,clear sky
362,Vao,NC,-22.6667,167.4833,71.04,64,23,9.75,few clouds
363,Kushmurun,KZ,52.4503,64.6311,45.91,80,100,14.38,overcast clouds
364,Whitehorse,CA,60.7161,-135.0538,33.03,74,75,17.0,broken clouds
365,Carballo,ES,43.213,-8.691,58.01,92,100,7.31,overcast clouds
366,Hamilton,US,39.1834,-84.5333,62.65,72,90,3.0,overcast clouds
367,Inta,RU,66.0317,60.1659,8.87,83,19,10.87,few clouds
368,Unai,BR,-16.3575,-46.9061,86.02,44,66,3.69,light rain
369,Lanxi,CN,29.2195,119.477,57.96,87,55,1.36,light rain
370,Shihezi,CN,44.3,86.0333,46.83,63,82,4.38,broken clouds
371,Collie,AU,-33.3667,116.15,48.97,97,93,4.09,overcast clouds
372,Gweta,BW,-20.1833,25.2333,90.68,19,11,8.23,few clouds
373,Ajdabiya,LY,30.7554,20.2263,70.23,72,7,9.31,clear sky
374,San Pedro De Ycuamandiyu,PY,-24.0917,-57.0764,93.34,36,75,2.42,broken clouds
375,Hudson Bay,CA,52.85,-102.3842,34.5,55,100,10.89,overcast clouds
376,Nome,US,64.5011,-165.4064,17.67,79,1,0.0,clear sky
377,Beian,NO,63.6559,9.5683,50.0,93,20,10.36,few clouds
378,Umm Kaddadah,SD,13.6017,26.6876,89.35,18,11,11.39,few clouds
379,Port-Gentil,GA,-0.7193,8.7815,78.76,89,75,14.97,broken clouds
380,Shenkursk,RU,62.1091,42.896,41.7,90,100,4.16,overcast clouds
381,Hami,CN,42.8,93.45,49.57,46,100,2.75,overcast clouds
382,Matara,LK,5.9485,80.5353,77.09,90,94,4.34,overcast clouds
383,Rawson,AR,-43.3002,-65.1023,51.76,56,100,12.33,overcast clouds
384,Galeana,MX,24.8333,-100.0667,77.31,29,0,6.55,clear sky
385,Dhadar,IN,28.3305,75.0632,73.85,22,0,9.04,clear sky
386,Arroyo,ES,41.6096,-4.7969,62.19,80,20,17.27,few clouds
387,Tarko-Sale,RU,64.9225,77.785,8.02,93,99,14.74,overcast clouds
388,Mollendo,PE,-17.0231,-72.0147,68.07,72,91,7.87,overcast clouds
389,Muyezerskiy,RU,63.9333,31.65,39.27,96,100,5.3,overcast clouds
390,Katsuura,JP,35.1333,140.3,61.11,91,88,10.47,overcast clouds
391,Waterloo,CA,43.4668,-80.5164,59.29,71,20,13.0,few clouds
392,Tombouctou,ML,20.0,-3.0,87.55,17,0,9.8,clear sky
393,Sirvintos,LT,55.05,24.95,49.55,75,7,9.08,clear sky
394,Agadir,MA,30.4202,-9.5982,72.05,48,0,5.14,clear sky
395,Guilin,CN,25.2819,110.2864,62.71,97,100,3.53,overcast clouds
396,Zaysan,KZ,47.4667,84.8667,38.62,84,100,7.27,overcast clouds
397,Poletayevo,RU,55.0336,61.1138,44.42,84,100,11.43,overcast clouds
398,Dudinka,RU,69.4058,86.1778,-12.5,100,88,6.02,overcast clouds
399,Kyzyl-Suu,KG,42.3414,78.0056,34.83,63,98,8.25,light rain
400,Panzhihua,CN,26.5851,101.7128,57.76,91,0,1.97,clear sky
401,Hervey Bay,AU,-25.2986,152.8535,65.03,68,25,18.21,scattered clouds
402,Kirakira,SB,-10.4544,161.9205,78.22,84,65,8.39,broken clouds
403,Rafai,CF,4.95,23.9167,73.78,81,25,1.3,light rain
404,Finnsnes,NO,69.2296,17.9811,40.33,89,98,6.82,overcast clouds
405,Sisimiut,GL,66.9395,-53.6735,35.28,90,88,25.17,light rain
406,Tokat,TR,40.4167,36.5833,47.86,72,49,4.72,scattered clouds
407,Sakakah,SA,29.9697,40.2064,81.97,24,80,9.24,broken clouds
408,Atar,MR,20.5169,-13.0499,93.25,22,4,0.0,clear sky
409,Huambo,AO,-12.7761,15.7392,64.71,77,23,5.01,few clouds
410,Singaraja,ID,-8.112,115.0882,77.97,83,95,3.44,moderate rain
411,Alexandria,EG,31.2156,29.9553,73.36,73,20,4.61,few clouds
412,Gayny,RU,60.3071,54.3241,38.14,96,100,8.52,overcast clouds
413,Boguchany,RU,58.3814,97.4531,31.03,98,100,4.38,light snow
414,Middelburg,ZA,-25.7751,29.4648,69.12,33,0,2.46,clear sky
415,Martapura,ID,-3.4167,114.85,75.29,100,100,1.14,overcast clouds
416,Yerbogachen,RU,61.2767,108.0108,19.78,75,100,6.8,overcast clouds
417,Buin,CL,-33.7333,-70.75,79.12,26,100,10.22,overcast clouds
418,Raxaul,IN,26.9833,84.85,66.79,66,0,3.94,clear sky
419,Morristown,US,36.214,-83.2949,62.83,66,20,10.36,few clouds
420,Warwick,US,41.7001,-71.4162,67.48,69,36,1.01,scattered clouds
421,Koronowo,PL,53.3137,17.937,53.53,85,51,8.12,broken clouds
422,Iwade,JP,34.25,135.3167,60.48,87,100,2.33,overcast clouds
423,Roald,NO,62.5833,6.1333,51.33,81,0,4.61,clear sky
424,Melfi,IT,40.9965,15.6514,58.41,78,100,1.05,overcast clouds
425,Abilene,US,32.4487,-99.7331,74.32,45,1,6.91,clear sky
426,Qasigiannguit,GL,68.8193,-51.1922,32.29,96,100,12.44,snow
427,Araouane,ML,18.9048,-3.5265,90.36,16,100,10.87,overcast clouds
428,Obama,JP,35.4958,135.746,60.64,86,60,2.59,broken clouds
429,Carbonia,IT,39.1672,8.5222,63.55,95,15,5.7,few clouds
430,Beloha,MG,-25.1667,45.05,73.04,76,95,5.68,light rain
431,Port Macquarie,AU,-31.4333,152.9167,57.88,83,18,4.65,few clouds
432,Palmer,US,42.1584,-72.3287,66.72,60,75,1.99,broken clouds
433,Ibra,OM,22.6906,58.5334,78.67,26,0,6.15,clear sky
434,Biak,ID,-0.9131,122.8766,75.99,80,70,0.96,broken clouds
435,Mahanje,TZ,-9.9333,35.3333,70.38,68,56,4.63,broken clouds
436,Khilok,RU,51.3674,110.4676,28.31,72,63,4.34,broken clouds
437,Haapiti,PF,-17.5667,-149.8667,80.33,70,76,14.72,broken clouds
438,Shimoda,JP,34.6667,138.95,59.11,82,79,10.27,broken clouds
439,Cururupu,BR,-1.8283,-44.8683,83.41,73,94,5.03,overcast clouds
440,Bahia Blanca,AR,-38.7196,-62.2724,59.94,56,99,12.82,overcast clouds
441,Ternate,ID,0.8,127.4,80.13,80,100,2.33,overcast clouds
442,Arlit,NE,18.7369,7.3853,85.96,16,1,10.92,clear sky
443,Xichang,CN,27.8964,102.2634,52.61,89,97,3.65,overcast clouds
444,Paamiut,GL,61.994,-49.6678,33.94,86,100,5.73,overcast clouds
445,Longyearbyen,SJ,78.2186,15.6401,24.75,86,100,7.05,overcast clouds
446,Kendari,ID,-3.945,122.4989,77.23,90,74,2.64,broken clouds
447,Pisco,PE,-13.7,-76.2167,68.05,73,0,11.5,clear sky
448,Port Augusta,AU,-32.5,137.7667,61.7,24,97,4.65,overcast clouds
449,Znamenka,RU,52.4167,41.4311,43.75,72,9,7.11,clear sky
450,Kloulklubed,PW,7.0419,134.2556,82.71,75,100,5.48,overcast clouds
451,Lompoc,US,34.6391,-120.4579,69.01,67,1,5.75,clear sky
452,Port Blair,IN,11.6667,92.75,80.49,80,100,0.6,overcast clouds
453,Sabha,LY,27.0377,14.4283,71.91,23,6,4.03,clear sky
454,Fuerte,PH,17.5381,120.3644,75.92,75,42,6.82,scattered clouds
455,Asind,IN,25.7333,74.3333,70.21,31,4,7.7,clear sky
456,Gaoua,BF,10.2992,-3.2508,87.28,35,100,3.18,overcast clouds
457,San Patricio,US,28.017,-97.5169,88.21,39,0,12.86,clear sky
458,Trelew,AR,-43.249,-65.3051,55.17,44,100,13.98,overcast clouds
459,Saurimo,AO,-9.6608,20.3916,65.44,84,98,4.09,overcast clouds
460,Tura,IN,25.5198,90.2201,61.3,68,0,3.11,clear sky
461,Rameshki,RU,57.3439,36.0453,39.45,85,8,9.06,clear sky
462,Kushima,JP,31.4583,131.2333,62.83,91,100,4.52,overcast clouds
463,Odweyne,SO,9.4092,45.064,75.78,54,95,6.58,overcast clouds
464,Isangel,VU,-19.55,169.2667,75.33,82,10,6.89,clear sky
465,Isiro,CD,2.7739,27.616,67.66,98,100,1.34,moderate rain
466,Zholymbet,KZ,51.7433,71.7122,34.48,73,100,8.37,light snow
467,Chandbali,IN,20.7833,86.7667,74.23,75,11,1.7,few clouds
468,College,US,64.8569,-147.8028,46.06,48,75,5.75,broken clouds
469,Conakry,GN,9.538,-13.6773,84.27,79,20,9.22,few clouds
470,Tromso,NO,69.6496,18.957,40.37,80,0,1.99,clear sky
471,Husavik,IS,66.0449,-17.3389,33.71,99,100,23.44,moderate rain
472,Nata,PA,8.3333,-80.5167,75.07,75,100,7.09,overcast clouds
473,Smoky Lake,CA,54.1169,-112.4686,38.48,60,0,3.44,clear sky
474,Sinnamary,GF,5.3833,-52.95,80.83,81,58,8.32,broken clouds
475,Glencoe,ZA,-28.1783,30.147,60.03,57,0,5.64,clear sky
476,Talaya,RU,61.3833,152.75,-16.08,100,92,1.74,overcast clouds
477,Prince Albert,CA,53.2001,-105.7677,31.95,69,75,12.66,light snow
478,Kamina,CD,-8.7386,24.9906,65.57,95,89,4.68,moderate rain
479,Khorinsk,RU,52.1657,109.7726,26.42,73,73,1.03,broken clouds
480,Thomasville,US,35.8826,-80.082,69.93,56,24,3.0,few clouds
481,Evansville,US,37.9748,-87.5558,64.65,58,40,9.22,scattered clouds
482,Tamworth,GB,52.634,-1.6959,52.93,75,58,11.99,broken clouds
483,Palana,RU,59.1167,159.9667,14.38,72,75,21.94,broken clouds
484,Sur,OM,22.5667,59.5289,82.69,52,0,8.23,clear sky
485,Vila Velha,BR,-20.3297,-40.2925,76.95,78,90,12.66,light rain
486,Morondava,MG,-20.2833,44.2833,74.62,78,6,9.15,clear sky
487,Algiers,DZ,36.7525,3.042,71.42,68,40,13.8,scattered clouds
488,Jacareacanga,BR,-6.2222,-57.7528,85.15,65,100,4.32,overcast clouds
489,Leutkirch,DE,47.825,10.0167,51.15,71,52,4.14,broken clouds
490,Vostok,RU,46.4856,135.8833,26.83,94,19,1.21,few clouds
491,Waitati,NZ,-45.75,170.5667,52.81,55,43,3.87,scattered clouds
492,Nelson Bay,AU,-32.7167,152.15,57.99,94,100,6.17,overcast clouds
493,Sechura,PE,-5.5569,-80.8222,76.98,54,34,15.68,scattered clouds
494,Pingliang,CN,35.5392,106.6861,44.2,94,100,4.12,overcast clouds
495,Avera,US,33.194,-82.5271,70.72,48,22,10.13,few clouds
496,Saint-Pierre,RE,-21.3393,55.4781,71.28,75,0,3.44,clear sky
497,Charlton,US,42.1357,-71.9701,64.99,70,90,14.97,overcast clouds
498,Ahipara,NZ,-35.1667,173.1667,57.49,72,69,8.43,broken clouds
499,Imperia,IT,43.9667,7.7833,56.41,73,95,7.18,overcast clouds
500,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,80.8,66,34,9.28,scattered clouds
501,Dir,PK,35.2058,71.8756,51.19,30,71,7.23,broken clouds
502,Jurado,CO,7.1053,-77.7641,78.75,85,94,7.78,light rain
503,Kotdwara,IN,29.75,78.5333,62.58,78,0,5.41,clear sky
504,Elko,US,41.0002,-115.5012,59.05,67,1,5.01,clear sky
505,Saravan,AM,39.7196,45.6483,41.65,85,94,4.14,overcast clouds
506,Ilinskiy,RU,55.619,38.1182,41.58,93,21,4.47,mist
507,Outlook,CA,51.5001,-107.0513,37.09,40,4,11.32,clear sky
508,Nizhniy Tsasuchey,RU,50.5167,115.1333,26.98,69,12,7.43,few clouds
509,Pavlohrad,UA,48.5167,35.8667,41.97,63,0,8.1,clear sky
510,Yenangyaung,MM,20.4667,94.8833,75.99,90,24,3.91,few clouds
511,Ulverstone,AU,-41.15,146.1667,52.29,75,88,1.01,overcast clouds
512,Manaure,CO,11.7751,-72.4445,84.74,66,100,10.76,overcast clouds
513,Katima Mulilo,NA,-17.5,24.2667,84.09,21,5,2.98,clear sky
514,Tabou,CI,4.423,-7.3528,78.4,85,48,8.41,scattered clouds
515,Micheweni,TZ,-4.9667,39.8333,79.45,82,8,11.36,clear sky
516,Maniitsoq,GL,65.4167,-52.9,35.92,93,100,16.53,light rain
517,Nelipyno,UA,48.561,23.0315,47.68,66,0,2.46,clear sky
518,Dwarka,IN,22.2394,68.9678,80.26,51,5,6.98,clear sky
519,Ostrovnoy,RU,68.0531,39.5131,29.8,92,95,3.98,overcast clouds
520,Tigil,RU,57.8,158.6667,19.6,93,100,15.08,light snow
521,Port Pirie,AU,-33.1833,138.0167,51.89,29,100,0.85,overcast clouds
522,Dangtu,CN,31.5723,118.4928,57.25,66,100,4.23,overcast clouds
523,Viedma,AR,-40.8135,-62.9967,57.22,60,100,12.55,overcast clouds
524,Batticaloa,LK,7.7102,81.6924,79.5,86,91,9.48,overcast clouds
525,Thabazimbi,ZA,-24.5917,27.4116,71.2,26,0,2.01,clear sky
526,Dunedin,NZ,-45.8742,170.5036,47.88,64,76,4.85,broken clouds
527,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,21.79,63,40,2.24,scattered clouds
528,Arroio Do Meio,BR,-29.4011,-51.945,75.06,73,97,2.71,overcast clouds
529,Cap Malheureux,MU,-19.9842,57.6142,73.89,79,31,5.01,scattered clouds
530,Anito,PH,12.4497,125.2886,77.9,88,79,9.62,broken clouds
531,Khasan,RU,42.4308,130.6434,47.77,61,100,10.58,moderate rain
532,Cam Ranh,VN,11.9214,109.1591,76.96,88,20,3.44,few clouds
533,Broken Hill,AU,-31.95,141.4333,62.31,25,100,4.61,overcast clouds
534,Nongstoin,IN,25.5167,91.2667,51.91,75,0,4.88,clear sky
535,San Rafael Del Sur,NI,11.8485,-86.4384,86.97,69,67,3.71,broken clouds
536,Beira,MZ,-19.8436,34.8389,75.29,73,20,8.99,few clouds
537,Entre Rios,BR,-11.9419,-38.0844,83.71,53,80,10.4,broken clouds
538,Nador,MA,35.174,-2.9287,73.47,68,0,17.27,clear sky
539,Balsas,BR,-7.5325,-46.0356,95.04,30,52,3.56,broken clouds
540,Duki,PK,30.1541,68.5728,63.3,19,0,6.4,clear sky
541,Riyadh,SA,24.6877,46.7219,73.54,23,0,5.46,clear sky
542,Ambon,ID,-3.6954,128.1814,81.07,74,100,3.13,moderate rain
543,Tamandare,BR,-8.7597,-35.1047,81.0,66,59,9.1,broken clouds
544,Hualmay,PE,-11.0964,-77.6139,69.51,69,11,11.3,few clouds
545,Sar-E Pul,AF,35.8333,66.1667,39.15,78,86,0.6,overcast clouds
546,Westport,US,41.1415,-73.3579,66.09,71,20,1.01,few clouds
547,Panjab,AF,34.388,67.0233,30.65,66,6,5.46,clear sky
548,Fillmore,US,43.6666,-92.1002,50.23,46,75,16.11,broken clouds
549,Lumsden,CA,50.6501,-104.8678,36.68,50,24,13.38,few clouds
550,Voh,NC,-20.9667,164.7,68.83,78,14,2.53,few clouds
551,Ilhabela,BR,-23.7781,-45.3581,70.45,94,100,8.95,moderate rain
552,Sueyoshi,JP,31.65,131.0167,57.97,95,100,2.73,overcast clouds
553,Camacha,PT,33.0833,-16.3333,71.53,83,20,9.22,few clouds
554,Aden,YE,12.7794,45.0367,83.8,70,11,20.31,few clouds
555,Tilichiki,RU,60.4667,166.1,-6.95,97,90,11.54,overcast clouds
556,Polovinnoye,RU,54.7914,65.9864,37.49,92,100,11.68,overcast clouds
557,Berlevag,NO,70.8578,29.0864,36.0,78,84,18.43,broken clouds
558,Carnot,CF,4.9409,15.8665,72.99,87,100,2.73,overcast clouds
559,Yokadouma,CM,3.5167,15.05,71.13,96,100,1.7,light rain
560,Staraya Poltavka,RU,50.4772,46.4814,45.79,67,0,7.45,clear sky
561,Baruun-Urt,MN,46.6806,113.2792,24.44,29,11,8.03,few clouds
562,Harper,LR,4.375,-7.7169,78.66,84,54,8.93,broken clouds
563,Cascais,PT,38.6979,-9.4215,70.5,88,90,5.99,overcast clouds
564,Kindu,CD,-2.95,25.95,70.63,98,100,1.68,overcast clouds
565,Port Hueneme,US,34.1478,-119.1951,69.94,81,90,4.61,haze
566,Novaci,RO,45.1833,23.6667,44.17,82,92,2.3,overcast clouds
567,Kalmunai,LK,7.4167,81.8167,78.87,87,75,7.07,broken clouds
568,Pacifica,US,37.6138,-122.4869,65.88,75,75,1.99,broken clouds
569,Marshall,US,34.3834,-86.3333,67.6,68,75,5.99,broken clouds
570,Flinders,AU,-34.5833,150.8552,56.8,80,84,1.01,broken clouds
571,Rafaela,AR,-31.2503,-61.4867,91.0,30,64,1.01,broken clouds
572,Obera,AR,-27.4871,-55.1199,80.49,54,70,3.11,broken clouds
573,Yanam,IN,16.7333,82.2167,77.7,88,29,5.12,scattered clouds
574,Nguruka,TZ,-5.1092,31.0419,70.3,77,96,4.32,light rain
575,Bonthe,SL,7.5264,-12.505,78.49,84,52,10.31,light rain
576,Bereznik,RU,62.8551,42.7072,40.03,96,100,2.68,overcast clouds
577,Cabedelo,BR,-6.9811,-34.8339,84.87,67,62,14.09,broken clouds
578,Linhares,BR,-19.3911,-40.0722,75.76,83,98,7.4,overcast clouds
579,Gasa,PS,31.5,34.4667,84.18,38,3,17.52,clear sky
580,Shimoni,KE,-4.6476,39.3817,78.73,84,6,10.71,clear sky
581,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,84,75,6.91,broken clouds
582,Dehui,CN,44.5333,125.7,32.31,98,100,5.14,overcast clouds
583,Pangnirtung,CA,66.1451,-65.7125,30.2,93,90,0.0,light snow
584,Talnakh,RU,69.4865,88.3972,-5.26,98,90,6.55,overcast clouds
585,Vila Do Maio,CV,15.1333,-23.2167,75.99,79,92,16.64,overcast clouds
586,Wenceslau Braz,BR,-23.8739,-49.8028,62.44,94,100,5.06,overcast clouds
587,Ramsgate,GB,51.3358,1.4155,54.0,72,0,7.0,clear sky
588,Bani Walid,LY,31.7566,13.9942,74.66,34,80,5.77,broken clouds
589,Caravelas,BR,-17.7125,-39.2481,79.38,70,91,9.95,overcast clouds
590,Mineiros,BR,-17.5694,-52.5511,69.19,90,94,10.18,overcast clouds
591,Matias Romero,MX,16.8833,-95.0333,81.43,54,72,10.56,broken clouds
592,Linkou,CN,45.3,130.2833,32.52,76,72,3.6,broken clouds
593,Hay River,CA,60.8156,-115.7999,30.18,74,20,9.22,few clouds
594,Ostroleka,PL,53.0862,21.5757,45.09,64,1,8.57,clear sky
595,Safaga,EG,26.7292,33.9365,80.55,46,100,3.44,overcast clouds
596,San Cosme Y Damian,PY,-27.3167,-56.35,87.98,43,0,4.14,clear sky
597,Aktau,KZ,43.65,51.2,46.98,48,12,12.97,few clouds
598,Luciu,RO,44.9667,27.0833,50.74,64,52,3.0,broken clouds
599,Jiaozuo,CN,35.2397,113.2331,55.29,62,100,1.92,overcast clouds
600,Krasnogorodsk,RU,56.8357,28.2822,45.97,81,17,8.37,few clouds
601,Srednekolymsk,RU,67.45,153.6833,-4.7,99,99,6.76,overcast clouds
602,Puquio,PE,-14.7,-74.1333,64.74,41,77,15.41,broken clouds
603,Paragominas,BR,-2.9667,-47.4833,87.98,52,95,4.25,overcast clouds
604,Rosetta,EG,31.4044,30.4164,73.22,75,98,3.31,overcast clouds
605,Homer,US,59.6425,-151.5483,46.04,88,87,15.3,light rain
606,Luganville,VU,-15.5333,167.1667,77.7,80,11,5.01,few clouds
607,Shellbrook,CA,53.2168,-106.4011,31.23,54,99,12.19,overcast clouds
608,Madras,IN,13.0878,80.2785,78.78,94,90,3.44,thunderstorm with light rain
609,Sulecin,PL,52.4443,15.1168,55.72,63,11,7.83,few clouds
610,Gazojak,TM,41.1875,61.4036,47.64,37,0,7.65,clear sky
611,Barkhan,PK,29.8977,69.5256,63.41,17,0,4.29,clear sky
612,Sawakin,SD,19.1059,37.3321,84.78,71,11,3.85,few clouds
613,Sakaiminato,JP,35.55,133.2333,51.78,100,75,3.44,moderate rain
614,Vanimo,PG,-2.6741,141.3028,77.59,86,100,1.72,overcast clouds
615,Ust-Nera,RU,64.5667,143.2,-16.42,100,72,5.64,broken clouds
616,Ndola,ZM,-12.9587,28.6366,74.68,38,45,3.69,scattered clouds
617,Indianola,US,41.3581,-93.5574,53.46,43,5,16.62,clear sky
618,Kaeo,NZ,-35.1,173.7833,55.33,93,67,4.56,broken clouds
619,Kichera,RU,55.9375,110.0997,26.85,95,97,2.08,overcast clouds
620,Te Anau,NZ,-45.4167,167.7167,42.12,81,100,1.74,overcast clouds
621,Charters Towers,AU,-20.1,146.2667,72.95,87,35,7.9,scattered clouds
622,Dostpur,IN,26.2833,82.4667,68.16,52,0,3.15,clear sky
623,Mandan,US,46.8267,-100.8896,42.37,51,1,20.71,clear sky
624,Graciano Sanchez,MX,23.9167,-99.2833,81.75,52,100,4.65,overcast clouds
625,Tahe,CN,52.3333,124.7333,24.93,48,19,3.36,few clouds
626,Praia,CV,14.9215,-23.5087,75.74,94,90,12.66,overcast clouds
627,Poum,NC,-20.2333,164.0167,74.61,68,6,15.3,clear sky
628,Atwater,US,37.3477,-120.6091,68.72,63,75,4.61,broken clouds
629,Catuday,PH,16.2923,119.8062,77.47,74,47,8.97,scattered clouds
630,Lethem,GY,3.3803,-59.7968,89.65,62,40,13.8,thunderstorm
631,Pak Phanang,TH,8.3511,100.202,82.08,80,96,3.47,overcast clouds
632,Ugoofaaru,MV,5.6667,73.0,81.75,80,100,14.88,overcast clouds
633,Weatherford,US,32.7593,-97.7972,81.12,37,0,1.99,clear sky
634,Pervomayskoye,RU,43.919,46.7102,56.3,82,100,15.03,overcast clouds
635,Chicama,PE,-7.8447,-79.1469,63.14,49,27,11.56,scattered clouds
636,Drugovo,MK,41.4842,20.9233,38.16,83,2,0.4,clear sky
637,Porto Novo,BJ,6.4965,2.6036,84.02,85,100,6.31,light rain
638,Hailar,CN,49.2,119.7,25.95,53,3,7.05,clear sky
639,Verkhniy Baskunchak,RU,48.2256,46.7217,44.91,74,0,5.39,clear sky
640,Gazli,UZ,40.1333,63.45,50.45,41,0,9.42,clear sky
641,Benghazi,LY,32.1167,20.0667,70.5,71,29,9.33,scattered clouds
642,Jose De Freitas,BR,-4.7564,-42.5756,90.55,65,100,5.39,overcast clouds
643,Iturama,BR,-19.7281,-50.1956,76.93,72,88,9.64,overcast clouds
644,Suarez,CO,2.954,-76.6964,81.45,80,100,2.37,overcast clouds
645,Kangaatsiaq,GL,68.3065,-53.4641,35.24,85,100,21.36,overcast clouds
646,Adre,TD,13.4667,22.2,84.81,19,77,8.12,broken clouds
647,Nemuro,JP,43.3236,145.575,50.43,66,7,8.32,clear sky
648,Sapouy,BF,11.5544,-1.7736,85.1,25,22,6.49,few clouds
649,Marzuq,YE,14.4,46.4667,72.3,46,0,1.83,clear sky
650,Dalbandin,PK,28.8947,64.4101,64.6,24,0,5.53,clear sky
651,Cartagena Del Chaira,CO,1.3349,-74.8429,81.66,71,79,4.03,broken clouds
652,Tongliao,CN,43.6125,122.2653,29.16,33,6,6.96,clear sky
653,Aguimes,ES,27.9054,-15.4461,68.67,74,0,17.27,clear sky
654,Gornopravdinsk,RU,60.05,69.9,16.81,86,100,2.75,overcast clouds
655,Clinton,US,42.587,-82.9199,59.02,71,75,1.01,broken clouds
656,Krasnooktyabrskiy,RU,44.9328,38.3712,50.09,74,90,5.93,overcast clouds
657,Horta,PT,38.5333,-28.6333,67.64,94,75,4.61,broken clouds
658,Bonavista,CA,48.6499,-53.1147,59.0,83,41,12.46,scattered clouds
659,Sterling,US,39.0062,-77.4286,67.1,65,75,1.01,broken clouds
660,Urumqi,CN,43.801,87.6005,40.15,70,0,6.71,clear sky
661,Verkhnevilyuysk,RU,63.4453,120.3167,13.06,90,18,6.08,few clouds
662,Akyab,MM,20.15,92.9,78.21,80,43,4.47,scattered clouds
663,Leh,IN,34.1667,77.5833,26.53,54,100,2.21,overcast clouds
664,Abha,SA,18.2164,42.5053,64.65,37,0,6.91,clear sky
665,Trebic,CZ,49.2149,15.8817,50.99,79,0,7.0,clear sky
666,Tunceli,TR,39.1083,39.5471,54.61,80,100,2.71,overcast clouds
667,Crestline,US,34.242,-117.2856,69.06,49,91,1.99,overcast clouds
668,Padang,ID,-0.9492,100.3543,75.79,93,100,4.38,overcast clouds
669,Kaka,TM,37.3482,59.6143,53.2,49,6,7.45,clear sky
670,Marystown,CA,47.1666,-55.1483,47.86,100,99,1.99,overcast clouds
671,Acapulco,MX,16.8634,-99.8901,83.44,72,45,5.1,scattered clouds
672,Laguna,US,38.421,-121.4238,65.14,70,40,1.99,scattered clouds
673,Lae,PG,-6.7221,146.9847,75.18,87,100,3.62,overcast clouds
674,Anupgarh,IN,29.1911,73.2086,77.54,17,0,9.33,clear sky
675,Bubaque,GW,11.2833,-15.8333,82.45,77,18,10.58,few clouds
676,Yurimaguas,PE,-5.9,-76.0833,93.36,40,20,5.75,few clouds
677,Lgov,RU,51.6307,35.2775,42.69,69,0,6.58,clear sky
678,Trairi,BR,-3.2778,-39.2689,83.7,67,19,12.28,few clouds
679,Halifax,CA,44.6453,-63.5724,60.1,97,100,10.0,overcast clouds
680,Arman,RU,59.7,150.1667,9.72,56,0,10.56,clear sky
681,Dhuwaran,IN,22.2333,72.8,73.69,34,4,5.95,clear sky
682,Vardo,NO,70.3705,31.1107,35.58,93,75,18.41,broken clouds
683,Ca Mau,VN,9.1769,105.15,76.93,92,100,4.79,overcast clouds
